customer_key,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
15795,198.0,1,44,3,3,2,3.032
15796,79.0,2,1992,4,5,4,4.054
15797,77.0,2,1957,4,5,4,4.054
15798,79.0,2,1957,4,5,4,4.054
15799,176.0,1,29,3,3,1,3.031
15800,75.0,1,29,4,3,1,4.031
15801,187.0,1,69,3,3,2,3.032
15802,567.0,1,2049,1,3,4,1.034
15803,211.0,1,5,2,3,1,2.031
15804,185.0,1,89,3,3,2,3.032
15805,218.0,1,44,2,3,2,2.032
15806,569.0,1,2071,1,3,4,1.034
15807,166.0,1,5,3,3,1,3.031
15808,357.0,1,69,1,3,2,1.032
15809,55.0,1,34,5,3,1,5.031
15810,264.0,1,119,2,3,3,2.033
15811,13.0,1,68,5,3,2,5.032
15812,566.0,1,2071,1,3,4,1.034
15813,205.0,1,58,3,3,2,3.032
15814,85.0,1,58,4,3,2,4.032
15815,564.0,1,2049,1,3,4,1.034
15816,545.0,1,2049,1,3,4,1.034
15817,74.0,1,1736,4,3,4,4.034
15818,239.0,1,554,2,3,3,2.033
15819,113.0,1,2407,4,3,4,4.034
15820,44.0,1,69,5,3,2,5.032
15821,25.0,1,4,5,3,1,5.031
15822,237.0,1,27,2,3,1,2.031
15823,65.0,1,2442,5,3,4,5.034
15824,46.0,1,2419,5,3,4,5.034
15825,254.0,1,567,2,3,3,2.033
15826,366.0,1,1229,1,3,4,1.034
15827,394.0,1,1238,1,3,4,1.034
15828,91.0,1,1751,4,3,4,4.034
15829,85.0,1,1732,4,3,4,4.034
15830,35.0,1,1728,5,3,4,5.034
15831,245.0,1,554,2,3,3,2.033
15832,380.0,1,1265,1,3,4,1.034
15833,0.0,1,80,5,3,2,5.032
15834,225.0,1,6,2,3,1,2.031
15835,181.0,1,6,3,3,1,3.031
15836,80.0,1,69,4,3,2,4.032
15837,16.0,1,39,5,3,1,5.031
15838,260.0,1,549,2,3,3,2.033
15839,345.0,1,36,1,3,1,1.031
15840,255.0,1,78,2,3,2,2.032
15841,100.0,1,34,4,3,1,4.031
15842,317.0,1,78,1,3,2,1.032
15843,273.0,1,540,2,3,3,2.033
15844,106.0,1,184,4,3,3,4.033
15845,12.0,1,13,5,3,1,5.031
15846,180.0,1,27,3,3,1,3.031
15847,47.0,1,28,5,3,1,5.031
15848,100.0,1,60,4,3,2,4.032
15849,223.0,1,608,2,3,3,2.033
15850,269.0,1,39,2,3,1,2.031
15851,235.0,1,54,2,3,2,2.032
15852,107.0,1,23,4,3,1,4.031
15853,360.0,1,114,1,3,3,1.033
15854,265.0,1,786,2,3,3,2.033
15855,85.0,1,1715,4,3,4,4.034
15856,87.0,1,1701,4,3,4,4.034
15857,259.0,1,810,2,3,3,2.033
15858,231.0,1,21,2,3,1,2.031
15859,222.0,1,554,2,3,3,2.033
15860,194.0,1,34,3,3,1,3.031
15861,238.0,1,540,2,3,3,2.033
15862,358.0,1,36,1,3,1,1.031
15863,377.0,1,1250,1,3,4,1.034
15864,23.0,1,4,5,3,1,5.031
15865,395.0,1,1269,1,3,4,1.034
15866,343.0,1,124,1,3,3,1.033
15867,219.0,1,615,2,3,3,2.033
15868,56.0,1,1728,5,3,4,5.034
15869,231.0,1,540,2,3,3,2.033
15870,216.0,1,554,2,3,3,2.033
15871,237.0,1,549,2,3,3,2.033
15872,153.0,1,89,3,3,2,3.032
15873,164.0,1,23,3,3,1,3.031
15874,346.0,1,1250,1,3,4,1.034
15875,272.0,1,23,2,3,1,2.031
15876,74.0,1,60,4,3,2,4.032
15877,230.0,1,589,2,3,3,2.033
15878,53.0,1,39,5,3,1,5.031
15879,264.0,1,21,2,3,1,2.031
15880,104.0,1,75,4,3,2,4.032
15881,158.0,1,23,3,3,1,3.031
15882,192.0,1,43,3,3,2,3.032
15883,278.0,1,91,2,3,2,2.032
15884,64.0,1,69,5,3,2,5.032
15885,337.0,1,1274,1,3,4,1.034
15886,234.0,1,575,2,3,3,2.033
15887,221.0,1,554,2,3,3,2.033
15888,225.0,1,6,2,3,1,2.031
15889,44.0,1,39,5,3,1,5.031
15890,289.0,1,30,1,3,1,1.031
15891,219.0,1,589,2,3,3,2.033
15892,161.0,1,40,3,3,1,3.031
15893,188.0,1,554,3,3,3,3.033
15894,188.0,1,60,3,3,2,3.032
15895,304.0,1,23,1,3,1,1.031
15896,215.0,1,554,2,3,3,2.033
15897,316.0,1,13,1,3,1,1.031
15898,312.0,1,39,1,3,1,1.031
15899,331.0,1,174,1,3,3,1.033
15900,339.0,1,23,1,3,1,1.031
15901,126.0,1,48,4,3,2,4.032
15902,68.0,1,4,5,3,1,5.031
15903,265.0,1,777,2,3,3,2.033
15904,248.0,1,800,2,3,3,2.033
15905,354.0,1,29,1,3,1,1.031
15906,249.0,1,6,2,3,1,2.031
15907,110.0,1,68,4,3,2,4.032
15908,66.0,1,108,5,3,3,5.033
15909,100.0,1,36,4,3,1,4.031
15910,333.0,1,78,1,3,2,1.032
15911,215.0,1,589,2,3,3,2.033
15912,340.0,1,4,1,3,1,1.031
15913,202.0,1,27,3,3,1,3.031
15914,213.0,1,608,2,3,3,2.033
15915,222.0,1,589,2,3,3,2.033
15916,210.0,1,59,2,3,2,2.032
15917,31.0,2,1323,5,5,4,5.054
15918,37.0,2,1339,5,5,4,5.054
15919,50.0,2,1400,5,5,4,5.054
15920,46.0,2,1350,5,5,4,5.054
15921,41.0,2,1337,5,5,4,5.054
15922,50.0,2,1337,5,5,4,5.054
15923,56.0,2,1323,5,5,4,5.054
15924,43.0,2,1323,5,5,4,5.054
15925,38.0,2,1350,5,5,4,5.054
15926,73.0,1,36,4,3,1,4.031
15927,56.0,1,29,5,3,1,5.031
15928,281.0,1,36,2,3,1,2.031
15929,238.0,1,598,2,3,3,2.033
15930,155.0,1,589,3,3,3,3.033
15931,314.0,1,1264,1,3,4,1.034
15932,233.0,1,561,2,3,3,2.033
15933,227.0,1,575,2,3,3,2.033
15934,302.0,1,1224,1,3,4,1.034
15935,231.0,1,554,2,3,3,2.033
15936,162.0,1,29,3,3,1,3.031
15937,250.0,1,1250,2,3,4,2.034
15938,213.0,1,619,2,3,3,2.033
15939,236.0,1,722,2,3,3,2.033
15940,247.0,1,777,2,3,3,2.033
15941,248.0,1,1274,2,3,4,2.034
15942,223.0,1,777,2,3,3,2.033
15943,218.0,1,589,2,3,3,2.033
15944,105.0,1,69,4,3,2,4.032
15945,231.0,1,554,2,3,3,2.033
15946,243.0,1,777,2,3,3,2.033
15947,238.0,1,1215,2,3,4,2.034
15948,239.0,1,625,2,3,3,2.033
15949,233.0,1,1293,2,3,4,2.034
15950,186.0,1,565,3,3,3,3.033
15951,217.0,1,777,2,3,3,2.033
15952,25.0,1,60,5,3,2,5.032
15953,228.0,1,751,2,3,3,2.033
15954,231.0,1,786,2,3,3,2.033
15955,224.0,1,1224,2,3,4,2.034
15956,180.0,1,565,3,3,3,3.033
15957,207.0,1,608,2,3,3,2.033
15958,48.0,1,1760,5,3,4,5.034
15959,36.0,1,1732,5,3,4,5.034
15960,132.0,1,563,4,3,3,4.033
15961,195.0,1,575,3,3,3,3.033
15962,218.0,1,1269,2,3,4,2.034
15963,193.0,1,554,3,3,3,3.033
15964,197.0,1,1238,3,3,4,3.034
15965,238.0,1,751,2,3,3,2.033
15966,213.0,1,776,2,3,3,2.033
15967,185.0,1,589,3,3,3,3.033
15968,328.0,2,1337,1,5,4,1.054
15969,134.0,1,79,3,3,2,3.032
15970,194.0,1,23,3,3,1,3.031
15971,162.0,1,39,3,3,1,3.031
15972,135.0,1,6,3,3,1,3.031
15973,307.0,1,84,1,3,2,1.032
15974,261.0,1,39,2,3,1,2.031
15975,191.0,1,1293,3,3,4,3.034
15976,205.0,1,765,3,3,3,3.033
15977,192.0,1,791,3,3,3,3.033
15978,183.0,1,1284,3,3,4,3.034
15979,138.0,1,554,3,3,3,3.033
15980,147.0,1,589,3,3,3,3.033
15981,30.0,1,23,5,3,1,5.031
15982,312.0,1,21,1,3,1,1.031
15983,177.0,1,29,3,3,1,3.031
15984,32.0,1,1745,5,3,4,5.034
15985,52.0,1,1765,5,3,4,5.034
15986,350.0,1,1164,1,3,4,1.034
15987,321.0,1,1155,1,3,3,1.033
15988,312.0,1,1155,1,3,3,1.033
15989,263.0,1,1179,2,3,4,2.034
15990,360.0,1,25,1,3,1,1.031
15991,287.0,1,23,2,3,1,2.031
15992,205.0,1,1265,3,3,4,3.034
15993,189.0,1,584,3,3,3,3.033
15994,54.0,1,39,5,3,1,5.031
15995,388.0,1,1134,1,3,3,1.033
15996,385.0,1,1145,1,3,3,1.033
15997,107.0,1,15,4,3,1,4.031
15998,249.0,1,1149,2,3,3,2.033
15999,162.0,1,75,3,3,2,3.032
16000,76.0,1,58,4,3,2,4.032
16001,331.0,1,30,1,3,1,1.031
16002,317.0,1,30,1,3,1,1.031
16003,352.0,1,39,1,3,1,1.031
16004,147.0,1,21,3,3,1,3.031
16005,175.0,1,1265,3,3,4,3.034
16006,182.0,1,777,3,3,3,3.033
16007,209.0,1,750,2,3,3,2.033
16008,194.0,1,114,3,3,3,3.033
16009,135.0,1,617,3,3,3,3.033
16010,116.0,1,575,4,3,3,4.033
16011,16.0,1,42,5,3,2,5.032
16012,32.0,1,36,5,3,1,5.031
16013,117.0,1,36,4,3,1,4.031
16014,48.0,1,36,5,3,1,5.031
16015,112.0,2,1274,4,5,4,4.054
16016,85.0,1,69,4,3,2,4.032
16017,327.0,1,42,1,3,2,1.032
16018,124.0,2,4502,4,5,5,4.055
16019,168.0,1,34,3,3,1,3.031
16020,137.0,1,5,3,3,1,3.031
16021,543.0,1,2071,1,3,4,1.034
16022,523.0,1,2071,1,3,4,1.034
16023,273.0,1,5,2,3,1,2.031
16024,290.0,1,60,1,3,2,1.032
16025,46.0,1,7,5,3,1,5.031
16026,317.0,1,23,1,3,1,1.031
16027,789.0,1,699,1,3,3,1.033
16028,723.0,1,783,1,3,3,1.033
16029,283.0,1,60,2,3,2,2.032
16030,16.0,1,31,5,3,1,5.031
16031,219.0,1,21,2,3,1,2.031
16032,82.0,1,5,4,3,1,4.031
16033,10.0,1,7,5,3,1,5.031
16034,246.0,1,29,2,3,1,2.031
16035,145.0,1,5,3,3,1,3.031
16036,187.0,1,7,3,3,1,3.031
16037,333.0,1,7,1,3,1,1.031
16038,321.0,1,13,1,3,1,1.031
16039,80.0,1,7,4,3,1,4.031
16040,,1,5,,3,1,
16041,360.0,1,7,1,3,1,1.031
16042,96.0,1,7,4,3,1,4.031
16043,48.0,1,69,5,3,2,5.032
16044,714.0,1,783,1,3,3,1.033
16045,519.0,1,2049,1,3,4,1.034
16046,529.0,1,2049,1,3,4,1.034
16047,287.0,1,36,2,3,1,2.031
16048,527.0,1,2049,1,3,4,1.034
16049,76.0,1,36,4,3,1,4.031
16050,270.0,1,5,2,3,1,2.031
16051,535.0,1,2071,1,3,4,1.034
16052,526.0,1,2049,1,3,4,1.034
16053,180.0,1,36,3,3,1,3.031
16054,684.0,1,783,1,3,3,1.033
16055,546.0,1,2071,1,3,4,1.034
16056,314.0,1,34,1,3,1,1.031
16057,538.0,1,2071,1,3,4,1.034
16058,18.0,1,29,5,3,1,5.031
16059,541.0,1,2049,1,3,4,1.034
16060,337.0,1,119,1,3,3,1.033
16061,674.0,1,783,1,3,3,1.033
16062,182.0,1,5,3,3,1,3.031
16063,672.0,1,783,1,3,3,1.033
16064,532.0,1,2071,1,3,4,1.034
16065,546.0,1,2071,1,3,4,1.034
16066,211.0,1,69,2,3,2,2.032
16067,363.0,1,34,1,3,1,1.031
16068,526.0,1,2049,1,3,4,1.034
16069,530.0,1,2049,1,3,4,1.034
16070,528.0,1,2049,1,3,4,1.034
16071,39.0,1,69,5,3,2,5.032
16072,692.0,1,783,1,3,3,1.033
16073,271.0,1,31,2,3,1,2.031
16074,140.0,2,4433,3,5,5,3.055
16075,145.0,2,4433,3,5,5,3.055
16076,94.0,2,1372,4,5,4,4.054
16077,528.0,1,2071,1,3,4,1.034
16078,535.0,1,2071,1,3,4,1.034
16079,542.0,1,2071,1,3,4,1.034
16080,507.0,1,2071,1,3,4,1.034
16081,506.0,1,2071,1,3,4,1.034
16082,505.0,1,2049,1,3,4,1.034
16083,646.0,1,783,1,3,3,1.033
16084,507.0,1,2049,1,3,4,1.034
16085,669.0,1,783,1,3,3,1.033
16086,612.0,1,783,1,3,3,1.033
16087,499.0,1,2049,1,3,4,1.034
16088,517.0,1,2071,1,3,4,1.034
16089,511.0,1,2071,1,3,4,1.034
16090,488.0,1,2049,1,3,4,1.034
16091,491.0,1,2049,1,3,4,1.034
16092,493.0,1,2071,1,3,4,1.034
16093,142.0,2,4519,3,5,5,3.055
16094,146.0,2,4509,3,5,5,3.055
16095,494.0,1,2071,1,3,4,1.034
16096,501.0,1,2049,1,3,4,1.034
16097,123.0,2,4490,4,5,5,4.055
16098,148.0,2,4464,3,5,5,3.055
16099,163.0,1,69,3,3,2,3.032
16100,612.0,1,783,1,3,3,1.033
16101,298.0,1,7,1,3,1,1.031
16102,612.0,1,783,1,3,3,1.033
16103,611.0,1,783,1,3,3,1.033
16104,130.0,2,4468,4,5,5,4.055
16105,111.0,2,4468,4,5,5,4.055
16106,105.0,2,4447,4,5,5,4.055
16107,116.0,2,4455,4,5,5,4.055
16108,98.0,2,4455,4,5,5,4.055
16109,504.0,1,2071,1,3,4,1.034
16110,320.0,1,89,1,3,2,1.032
16111,75.0,1,5,4,3,1,4.031
16112,234.0,1,7,2,3,1,2.031
16113,216.0,1,114,2,3,3,2.033
16114,140.0,1,78,3,3,2,3.032
16115,121.0,2,4464,4,5,5,4.055
16116,86.0,1,58,4,3,2,4.032
16117,95.0,2,4464,4,5,5,4.055
16118,96.0,2,4490,4,5,5,4.055
16119,209.0,1,777,2,3,3,2.033
16120,145.0,1,1229,3,3,4,3.034
16121,148.0,1,1265,3,3,4,3.034
16122,198.0,1,540,3,3,3,3.033
16123,169.0,1,786,3,3,3,3.033
16124,156.0,1,777,3,3,3,3.033
16125,128.0,1,811,4,3,3,4.033
16126,164.0,1,608,3,3,3,3.033
16127,336.0,1,1155,1,3,3,1.033
16128,244.0,1,1120,2,3,3,2.033
16129,340.0,1,1155,1,3,3,1.033
16130,269.0,1,1134,2,3,3,2.033
16131,94.0,1,540,4,3,3,4.033
16132,99.0,1,604,4,3,3,4.033
16133,157.0,1,571,3,3,3,3.033
16134,135.0,1,777,3,3,3,3.033
16135,150.0,1,777,3,3,3,3.033
16136,204.0,1,43,3,3,2,3.032
16137,125.0,1,1224,4,3,4,4.034
16138,165.0,1,618,3,3,3,3.033
16139,129.0,1,777,4,3,3,4.033
16140,94.0,1,1283,4,3,4,4.034
16141,164.0,1,575,3,3,3,3.033
16142,169.0,1,575,3,3,3,3.033
16143,126.0,1,791,4,3,3,4.033
16144,318.0,1,1169,1,3,4,1.034
16145,141.0,1,40,3,3,1,3.031
16146,171.0,1,35,3,3,1,3.031
16147,237.0,1,75,2,3,2,2.032
16148,84.0,1,124,4,3,3,4.033
16149,212.0,1,79,2,3,2,2.032
16150,114.0,1,42,4,3,2,4.032
16151,259.0,1,201,2,3,3,2.033
16152,112.0,1,6,4,3,1,4.031
16153,303.0,1,39,1,3,1,1.031
16154,308.0,1,43,1,3,2,1.032
16155,100.0,1,1229,4,3,4,4.034
16156,319.0,1,69,1,3,2,1.032
16157,250.0,1,6,2,3,1,2.031
16158,231.0,1,60,2,3,2,2.032
16159,123.0,1,6,4,3,1,4.031
16160,151.0,1,791,3,3,3,3.033
16161,112.0,1,31,4,3,1,4.031
16162,61.0,1,1237,5,3,4,5.034
16163,78.0,1,540,4,3,3,4.033
16164,270.0,1,7,2,3,1,2.031
16165,261.0,1,4,2,3,1,2.031
16166,169.0,1,4,3,3,1,3.031
16167,103.0,1,827,4,3,3,4.033
16168,260.0,1,1203,2,3,4,2.034
16169,102.0,1,68,4,3,2,4.032
16170,56.0,1,1215,5,3,4,5.034
16171,109.0,1,756,4,3,3,4.033
16172,170.0,1,589,3,3,3,3.033
16173,94.0,1,23,4,3,1,4.031
16174,327.0,1,60,1,3,2,1.032
16175,140.0,1,7,3,3,1,3.031
16176,73.0,1,565,4,3,3,4.033
16177,344.0,1,21,1,3,1,1.031
16178,56.0,1,28,5,3,1,5.031
16179,39.0,1,25,5,3,1,5.031
16180,159.0,1,549,3,3,3,3.033
16181,60.0,1,1269,5,3,4,5.034
16182,215.0,1,1155,2,3,3,2.033
16183,218.0,1,1174,2,3,4,2.034
16184,239.0,1,1147,2,3,3,2.033
16185,361.0,1,90,1,3,2,1.032
16186,81.0,1,589,4,3,3,4.033
16187,80.0,1,600,4,3,3,4.033
16188,43.0,1,7,5,3,1,5.031
16189,113.0,1,5,4,3,1,4.031
16190,140.0,1,58,3,3,2,3.032
16191,24.0,1,36,5,3,1,5.031
16192,9.0,1,29,5,3,1,5.031
16193,349.0,1,34,1,3,1,1.031
16194,486.0,1,2049,1,3,4,1.034
16195,271.0,1,78,2,3,2,2.032
16196,107.0,2,4455,4,5,5,4.055
16197,314.0,1,69,1,3,2,1.032
16198,247.0,1,36,2,3,1,2.031
16199,195.0,1,148,3,3,3,3.033
16200,99.0,2,4468,4,5,5,4.055
16201,73.0,1,36,4,3,1,4.031
16202,95.0,2,4492,4,5,5,4.055
16203,325.0,1,97,1,3,3,1.033
16204,103.0,1,19,4,3,1,4.031
16205,185.0,1,5,3,3,1,3.031
16206,462.0,1,2049,1,3,4,1.034
16207,472.0,1,2071,1,3,4,1.034
16208,328.0,1,5,1,3,1,1.031
16209,34.0,1,40,5,3,1,5.031
16210,182.0,1,14,3,3,1,3.031
16211,289.0,1,7,1,3,1,1.031
16212,477.0,1,2071,1,3,4,1.034
16213,473.0,1,2071,1,3,4,1.034
16214,108.0,1,7,4,3,1,4.031
16215,272.0,1,188,2,3,3,2.033
16216,99.0,1,64,4,3,2,4.032
16217,5.0,1,38,5,3,1,5.031
16218,244.0,1,29,2,3,1,2.031
16219,290.0,1,6,1,3,1,1.031
16220,246.0,1,68,2,3,2,2.032
16221,138.0,1,39,3,3,1,3.031
16222,274.0,1,4,2,3,1,2.031
16223,347.0,1,12,1,3,1,1.031
16224,308.0,1,6,1,3,1,1.031
16225,301.0,1,6,1,3,1,1.031
16226,141.0,1,28,3,3,1,3.031
16227,480.0,1,2049,1,3,4,1.034
16228,463.0,1,2071,1,3,4,1.034
16229,476.0,1,2071,1,3,4,1.034
16230,340.0,1,93,1,3,3,1.033
16231,194.0,1,14,3,3,1,3.031
16232,481.0,1,2049,1,3,4,1.034
16233,475.0,1,2049,1,3,4,1.034
16234,270.0,1,58,2,3,2,2.032
16235,474.0,1,2071,1,3,4,1.034
16236,464.0,1,2049,1,3,4,1.034
16237,80.0,1,34,4,3,1,4.031
16238,274.0,1,29,2,3,1,2.031
16239,75.0,1,69,4,3,2,4.032
16240,469.0,1,2071,1,3,4,1.034
16241,477.0,1,2049,1,3,4,1.034
16242,241.0,1,29,2,3,1,2.031
16243,583.0,1,783,1,3,3,1.033
16244,286.0,1,55,2,3,2,2.032
16245,33.0,1,36,5,3,1,5.031
16246,89.0,1,34,4,3,1,4.031
16247,259.0,1,29,2,3,1,2.031
16248,255.0,1,69,2,3,2,2.032
16249,170.0,1,36,3,3,1,3.031
16250,339.0,1,29,1,3,1,1.031
16251,118.0,2,4588,4,5,5,4.055
16252,483.0,1,2049,1,3,4,1.034
16253,580.0,1,783,1,3,3,1.033
16254,580.0,1,783,1,3,3,1.033
16255,465.0,1,2049,1,3,4,1.034
16256,475.0,1,2049,1,3,4,1.034
16257,464.0,1,2071,1,3,4,1.034
16258,458.0,1,2071,1,3,4,1.034
16259,452.0,1,2071,1,3,4,1.034
16260,589.0,1,783,1,3,3,1.033
16261,453.0,1,2049,1,3,4,1.034
16262,436.0,1,2049,1,3,4,1.034
16263,432.0,1,2049,1,3,4,1.034
16264,454.0,1,2049,1,3,4,1.034
16265,438.0,1,2071,1,3,4,1.034
16266,604.0,1,783,1,3,3,1.033
16267,452.0,1,2071,1,3,4,1.034
16268,532.0,1,783,1,3,3,1.033
16269,450.0,1,2049,1,3,4,1.034
16270,444.0,1,2049,1,3,4,1.034
16271,495.0,1,783,1,3,3,1.033
16272,431.0,1,2071,1,3,4,1.034
16273,446.0,1,2049,1,3,4,1.034
16274,100.0,2,4490,4,5,5,4.055
16275,105.0,2,4468,4,5,5,4.055
16276,427.0,1,2049,1,3,4,1.034
16277,432.0,1,2049,1,3,4,1.034
16278,429.0,1,2071,1,3,4,1.034
16279,77.0,1,29,4,3,1,4.031
16280,119.0,2,4490,4,5,5,4.055
16281,120.0,2,4447,4,5,5,4.055
16282,104.0,2,4540,4,5,5,4.055
16283,112.0,1,70,4,3,2,4.032
16284,353.0,1,120,1,3,3,1.033
16285,249.0,1,123,2,3,3,2.033
16286,498.0,1,783,1,3,3,1.033
16287,434.0,1,2071,1,3,4,1.034
16288,96.0,2,4484,4,5,5,4.055
16289,94.0,2,4442,4,5,5,4.055
16290,456.0,1,2071,1,3,4,1.034
16291,186.0,1,29,3,3,1,3.031
16292,95.0,2,4455,4,5,5,4.055
16293,454.0,1,2049,1,3,4,1.034
16294,343.0,1,89,1,3,2,1.032
16295,116.0,2,4540,4,5,5,4.055
16296,113.0,2,4442,4,5,5,4.055
16297,116.0,2,4518,4,5,5,4.055
16298,492.0,1,783,1,3,3,1.033
16299,493.0,1,783,1,3,3,1.033
16300,274.0,2,1323,2,5,4,2.054
16301,316.0,1,7,1,3,1,1.031
16302,96.0,1,69,4,3,2,4.032
16303,46.0,1,36,5,3,1,5.031
16304,190.0,1,29,3,3,1,3.031
16305,120.0,1,43,4,3,2,4.032
16306,44.0,1,1715,5,3,4,5.034
16307,165.0,1,29,3,3,1,3.031
16308,194.0,1,69,3,3,2,3.032
16309,296.0,1,6,1,3,1,1.031
16310,333.0,1,2457,1,3,4,1.034
16311,102.0,1,69,4,3,2,4.032
16312,194.0,1,34,3,3,1,3.031
16313,111.0,1,34,4,3,1,4.031
16314,268.0,1,34,2,3,1,2.031
16315,195.0,1,69,3,3,2,3.032
16316,22.0,1,69,5,3,2,5.032
16317,331.0,1,2443,1,3,4,1.034
16318,97.0,1,6,4,3,1,4.031
16319,24.0,1,43,5,3,2,5.032
16320,34.0,1,1775,5,3,4,5.034
16321,72.0,1,34,5,3,1,5.031
16322,339.0,1,29,1,3,1,1.031
16323,301.0,1,36,1,3,1,1.031
16324,359.0,1,84,1,3,2,1.032
16325,50.0,1,2365,5,3,4,5.034
16326,321.0,1,201,1,3,3,1.033
16327,195.0,1,84,3,3,2,3.032
16328,248.0,1,34,2,3,1,2.031
16329,7.0,1,69,5,3,2,5.032
16330,227.0,1,40,2,3,1,2.031
16331,32.0,1,43,5,3,2,5.032
16332,360.0,1,4,1,3,1,1.031
16333,139.0,1,7,3,3,1,3.031
16334,94.0,1,29,4,3,1,4.031
16335,149.0,1,5,3,3,1,3.031
16336,41.0,1,40,5,3,1,5.031
16337,291.0,1,36,1,3,1,1.031
16338,153.0,1,12,3,3,1,3.031
16339,303.0,2,1340,1,5,4,1.054
16340,300.0,2,1337,1,5,4,1.054
16341,274.0,2,1350,2,5,4,2.054
16342,258.0,2,1323,2,5,4,2.054
16343,257.0,2,1348,2,5,4,2.054
16344,206.0,1,133,2,3,3,2.033
16345,252.0,1,70,2,3,2,2.032
16346,93.0,1,70,4,3,2,4.032
16347,269.0,2,1391,2,5,4,2.054
16348,228.0,1,79,2,3,2,2.032
16349,224.0,2,1382,2,5,4,2.054
16350,18.0,1,124,5,3,3,5.033
16351,302.0,1,70,1,3,2,1.032
16352,237.0,1,124,2,3,3,2.033
16353,243.0,2,1358,2,5,4,2.054
16354,233.0,2,1372,2,5,4,2.054
16355,219.0,2,1323,2,5,4,2.054
16356,233.0,2,1383,2,5,4,2.054
16357,236.0,2,1337,2,5,4,2.054
16358,134.0,1,70,3,3,2,3.032
16359,276.0,1,79,2,3,2,2.032
16360,213.0,2,1344,2,5,4,2.054
16361,289.0,1,70,1,3,2,1.032
16362,131.0,1,70,4,3,2,4.032
16363,238.0,2,1407,2,5,4,2.054
16364,203.0,1,133,3,3,3,3.033
16365,333.0,1,79,1,3,2,1.032
16366,223.0,2,1372,2,5,4,2.054
16367,233.0,2,1323,2,5,4,2.054
16368,173.0,1,70,3,3,2,3.032
16369,328.0,1,133,1,3,3,1.033
16370,253.0,1,79,2,3,2,2.032
16371,235.0,2,1323,2,5,4,2.054
16372,232.0,2,1350,2,5,4,2.054
16373,29.0,1,39,5,3,1,5.031
16374,249.0,1,39,2,3,1,2.031
16375,73.0,1,6,4,3,1,4.031
16376,314.0,1,6,1,3,1,1.031
16377,76.0,1,6,4,3,1,4.031
16378,25.0,1,129,5,3,3,5.033
16379,106.0,1,79,4,3,2,4.032
16380,176.0,1,153,3,3,3,3.033
16381,248.0,1,70,2,3,2,2.032
16382,71.0,1,69,5,3,2,5.032
16383,290.0,1,36,1,3,1,1.031
16384,5.0,1,69,5,3,2,5.032
16385,236.0,1,79,2,3,2,2.032
16386,134.0,1,69,3,3,2,3.032
16387,180.0,1,36,3,3,1,3.031
16388,307.0,1,34,1,3,1,1.031
16389,291.0,1,84,1,3,2,1.032
16390,328.0,1,29,1,3,1,1.031
16391,51.0,1,48,5,3,2,5.032
16392,197.0,1,34,3,3,1,3.031
16393,1.0,1,23,5,3,1,5.031
16394,322.0,1,124,1,3,3,1.033
16395,146.0,1,30,3,3,1,3.031
16396,117.0,1,75,4,3,2,4.032
16397,166.0,1,89,3,3,2,3.032
16398,66.0,1,33,5,3,1,5.031
16399,121.0,1,27,4,3,1,4.031
16400,279.0,1,84,2,3,2,2.032
16401,359.0,1,70,1,3,2,1.032
16402,273.0,1,70,2,3,2,2.032
16403,99.0,1,129,4,3,3,4.033
16404,73.0,1,133,4,3,3,4.033
16405,492.0,1,783,1,3,3,1.033
16406,455.0,1,2071,1,3,4,1.034
16407,113.0,2,1358,4,5,4,4.054
16408,101.0,2,4490,4,5,5,4.055
16409,147.0,1,78,3,3,2,3.032
16410,223.0,1,60,2,3,2,2.032
16411,254.0,1,23,2,3,1,2.031
16412,238.0,1,23,2,3,1,2.031
16413,95.0,1,69,4,3,2,4.032
16414,243.0,1,104,2,3,3,2.033
16415,194.0,1,5,3,3,1,3.031
16416,361.0,1,70,1,3,2,1.032
16417,431.0,1,2049,1,3,4,1.034
16418,99.0,1,21,4,3,1,4.031
16419,108.0,2,4490,4,5,5,4.055
16420,234.0,1,70,2,3,2,2.032
16421,353.0,1,70,1,3,2,1.032
16422,449.0,1,2049,1,3,4,1.034
16423,115.0,1,60,4,3,2,4.032
16424,439.0,1,2071,1,3,4,1.034
16425,434.0,1,2049,1,3,4,1.034
16426,456.0,1,2049,1,3,4,1.034
16427,177.0,1,23,3,3,1,3.031
16428,101.0,2,4490,4,5,5,4.055
16429,213.0,1,94,2,3,3,2.033
16430,462.0,1,783,1,3,3,1.033
16431,188.0,1,33,3,3,1,3.031
16432,429.0,1,2049,1,3,4,1.034
16433,77.0,1,27,4,3,1,4.031
16434,184.0,1,27,3,3,1,3.031
16435,5.0,1,36,5,3,1,5.031
16436,264.0,1,89,2,3,2,2.032
16437,73.0,1,94,4,3,3,4.033
16438,301.0,1,79,1,3,2,1.032
16439,252.0,1,27,2,3,1,2.031
16440,108.0,2,4462,4,5,5,4.055
16441,105.0,2,4447,4,5,5,4.055
16442,356.0,1,79,1,3,2,1.032
16443,245.0,1,27,2,3,1,2.031
16444,276.0,1,23,2,3,1,2.031
16445,98.0,1,31,4,3,1,4.031
16446,94.0,1,34,4,3,1,4.031
16447,104.0,2,4468,4,5,5,4.055
16448,112.0,2,4490,4,5,5,4.055
