customer_key,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13356,258.0,1,37,2,2,1,221,Lost Customers
13357,37.0,1,615,5,2,3,523,Potential Loyalists
13358,260.0,1,2443,2,2,4,224,Lost Customers
13359,249.0,1,2418,2,2,4,224,Lost Customers
13360,268.0,1,2420,2,2,4,224,Lost Customers
13361,266.0,2,3626,2,5,5,255,At Risk
13362,255.0,2,3391,2,5,5,255,At Risk
13363,271.0,2,3600,2,5,5,255,At Risk
13364,6.0,1,14,5,2,1,521,Potential Loyalists
13365,63.0,2,3966,5,5,5,555,Champions
13366,271.0,2,3331,2,5,5,255,At Risk
13367,73.0,2,4144,4,5,5,455,Champions
13368,76.0,2,4179,4,5,5,455,Champions
13369,77.0,2,3947,4,5,5,455,Champions
13370,92.0,1,5,4,2,1,421,Potential Loyalists
13371,159.0,1,68,3,2,2,322,Need Attention
13372,89.0,2,4193,4,5,5,455,Champions
13373,214.0,2,3356,2,5,5,255,At Risk
13374,182.0,1,27,3,2,1,321,Need Attention
13375,1.0,1,21,5,2,1,521,Potential Loyalists
13376,295.0,1,31,1,2,1,121,Lost Customers
13377,52.0,1,5,5,2,1,521,Potential Loyalists
13378,88.0,2,3946,4,5,5,455,Champions
13379,65.0,2,4173,5,5,5,555,Champions
13380,279.0,1,14,2,2,1,221,Lost Customers
13381,174.0,1,5,3,2,1,321,Need Attention
13382,63.0,2,3971,5,5,5,555,Champions
13383,186.0,1,143,3,2,3,323,Need Attention
13384,167.0,1,2384,3,2,4,324,Need Attention
13385,123.0,1,2428,4,2,4,424,Potential Loyalists
13386,37.0,1,563,5,2,3,523,Potential Loyalists
13387,390.0,2,4143,1,5,5,155,At Risk
13388,34.0,1,540,5,2,3,523,Potential Loyalists
13389,52.0,1,589,5,2,3,523,Potential Loyalists
13390,348.0,1,46,1,2,2,122,Lost Customers
13391,221.0,1,33,2,2,1,221,Lost Customers
13392,243.0,1,43,2,2,2,222,Lost Customers
13393,291.0,2,4329,1,5,5,155,At Risk
13394,355.0,1,37,1,2,1,121,Lost Customers
13395,211.0,1,37,2,2,1,221,Lost Customers
13396,303.0,1,37,1,2,1,121,Lost Customers
13397,277.0,1,39,2,2,1,221,Lost Customers
13398,332.0,1,39,1,2,1,121,Lost Customers
13399,285.0,1,43,2,2,2,222,Lost Customers
13400,306.0,1,133,1,2,3,123,Lost Customers
13401,44.0,1,609,5,2,3,523,Potential Loyalists
13402,182.0,1,46,3,2,2,322,Need Attention
13403,41.0,1,575,5,2,3,523,Potential Loyalists
13404,387.0,1,2393,1,2,4,124,Lost Customers
13405,371.0,1,2384,1,2,4,124,Lost Customers
13406,371.0,1,2419,1,2,4,124,Lost Customers
13407,39.0,1,196,5,2,3,523,Potential Loyalists
13408,76.0,1,72,4,2,2,422,Potential Loyalists
13409,62.0,1,96,5,2,3,523,Potential Loyalists
13410,38.0,1,72,5,2,2,522,Potential Loyalists
13411,81.0,1,194,4,2,3,423,Potential Loyalists
13412,312.0,1,72,1,2,2,122,Lost Customers
13413,267.0,1,39,2,2,1,221,Lost Customers
13414,381.0,1,2407,1,2,4,124,Lost Customers
13415,373.0,1,2398,1,2,4,124,Lost Customers
13416,352.0,1,5,1,2,1,121,Lost Customers
13417,152.0,1,96,3,2,3,323,Need Attention
13418,385.0,1,2467,1,2,4,124,Lost Customers
13419,276.0,2,4329,2,5,5,255,At Risk
13420,276.0,1,72,2,2,2,222,Lost Customers
13421,370.0,1,2393,1,2,4,124,Lost Customers
13422,367.0,1,2447,1,2,4,124,Lost Customers
13423,282.0,1,153,2,2,3,223,Lost Customers
13424,306.0,1,33,1,2,1,121,Lost Customers
13425,313.0,1,250,1,2,3,123,Lost Customers
13426,389.0,1,2419,1,2,4,124,Lost Customers
13427,99.0,1,72,4,2,2,422,Potential Loyalists
13428,375.0,1,2400,1,2,4,124,Lost Customers
13429,70.0,1,153,5,3,3,533,Loyal Customers
13430,345.0,1,146,1,3,3,133,At Risk
13431,244.0,1,131,2,3,3,233,At Risk
13432,261.0,2,4334,2,5,5,255,At Risk
13433,263.0,1,2438,2,3,4,234,At Risk
13434,368.0,1,2442,1,3,4,134,At Risk
13435,385.0,1,2398,1,3,4,134,At Risk
13436,285.0,1,47,2,3,2,232,At Risk
13437,337.0,1,2438,1,3,4,134,At Risk
13438,341.0,1,2427,1,3,4,134,At Risk
13439,12.0,1,96,5,3,3,533,Loyal Customers
13440,150.0,1,72,3,3,2,332,Loyal Customers
13441,279.0,1,61,2,3,2,232,At Risk
13442,243.0,1,2419,2,3,4,234,At Risk
13443,156.0,1,83,3,3,2,332,Loyal Customers
13444,22.0,1,35,5,3,1,531,Loyal Customers
13445,236.0,1,2443,2,3,4,234,At Risk
13446,243.0,1,2419,2,3,4,234,At Risk
13447,226.0,1,2447,2,3,4,234,At Risk
13448,329.0,1,751,1,3,3,133,At Risk
13449,115.0,1,72,4,3,2,432,Loyal Customers
13450,259.0,1,39,2,3,1,231,At Risk
13451,317.0,1,68,1,3,2,132,At Risk
13452,290.0,1,39,1,3,1,131,At Risk
13453,328.0,1,33,1,3,1,131,At Risk
13454,101.0,1,60,4,3,2,432,Loyal Customers
13455,231.0,1,21,2,3,1,231,At Risk
13456,288.0,1,75,1,3,2,132,At Risk
13457,189.0,1,21,3,3,1,331,Loyal Customers
13458,228.0,2,3356,2,5,5,255,At Risk
13459,85.0,2,4144,4,5,5,455,Champions
13460,73.0,2,3961,4,5,5,455,Champions
13461,242.0,2,3302,2,5,5,255,At Risk
13462,240.0,2,3302,2,5,5,255,At Risk
13463,241.0,2,3617,2,5,5,255,At Risk
13464,91.0,2,3918,4,5,5,455,Champions
13465,228.0,1,5,2,3,1,231,At Risk
13466,238.0,2,3356,2,5,5,255,At Risk
13467,238.0,2,3337,2,5,5,255,At Risk
13468,240.0,2,3337,2,5,5,255,At Risk
13469,68.0,2,4144,5,5,5,555,Champions
13470,346.0,1,64,1,3,2,132,At Risk
13471,272.0,1,40,2,3,2,232,At Risk
13472,302.0,1,5,1,3,1,131,At Risk
13473,43.0,1,13,5,3,1,531,Loyal Customers
13474,152.0,1,14,3,3,1,331,Loyal Customers
13475,59.0,2,3883,5,5,5,555,Champions
13476,37.0,2,3946,5,5,5,555,Champions
13477,243.0,2,3563,2,5,5,255,At Risk
13478,207.0,2,3302,2,5,5,255,At Risk
13479,186.0,2,3337,3,5,5,355,Loyal Customers
13480,11.0,1,7,5,3,1,531,Loyal Customers
13481,40.0,2,4175,5,5,5,555,Champions
13482,43.0,2,4179,5,5,5,555,Champions
13483,44.0,2,3883,5,5,5,555,Champions
13484,134.0,1,24,3,3,1,331,Loyal Customers
13485,210.0,2,3563,2,5,5,255,At Risk
13486,198.0,2,3356,3,5,5,355,Loyal Customers
13487,361.0,1,37,1,3,1,131,At Risk
13488,158.0,1,5,3,3,1,331,Loyal Customers
13489,37.0,1,14,5,3,1,531,Loyal Customers
13490,290.0,1,5,1,3,1,131,At Risk
13491,132.0,1,37,4,3,1,431,Loyal Customers
13492,773.0,1,3578,1,3,5,135,At Risk
13493,331.0,1,791,1,3,3,133,At Risk
13494,788.0,1,3578,1,3,5,135,At Risk
13495,362.0,1,10,1,3,1,131,At Risk
13496,14.0,1,15,5,3,1,531,Loyal Customers
13497,238.0,2,4349,2,5,5,255,At Risk
13498,358.0,1,72,1,3,2,132,At Risk
13499,232.0,1,2407,2,3,4,234,At Risk
13500,252.0,1,33,2,3,1,231,At Risk
13501,230.0,1,72,2,3,2,232,At Risk
13502,763.0,1,3578,1,3,5,135,At Risk
13503,195.0,2,3622,3,5,5,355,Loyal Customers
13504,182.0,2,3617,3,5,5,355,Loyal Customers
13505,201.0,2,3563,3,5,5,355,Loyal Customers
13506,200.0,2,3302,3,5,5,355,Loyal Customers
13507,193.0,2,3563,3,5,5,355,Loyal Customers
13508,136.0,1,33,3,3,1,331,Loyal Customers
13509,104.0,1,122,4,3,3,433,Loyal Customers
13510,82.0,1,35,4,3,1,431,Loyal Customers
13511,117.0,1,61,4,3,2,432,Loyal Customers
13512,153.0,1,37,3,3,1,331,Loyal Customers
13513,199.0,1,33,3,3,1,331,Loyal Customers
13514,292.0,1,39,1,3,1,131,At Risk
13515,194.0,1,37,3,3,1,331,Loyal Customers
13516,39.0,1,72,5,3,2,532,Loyal Customers
13517,354.0,1,39,1,3,1,131,At Risk
13518,30.0,1,87,5,3,2,532,Loyal Customers
13519,205.0,1,37,3,3,1,331,Loyal Customers
13520,114.0,1,39,4,3,1,431,Loyal Customers
13521,214.0,1,2462,2,3,4,234,At Risk
13522,346.0,1,2419,1,3,4,134,At Risk
13523,358.0,1,2483,1,3,4,134,At Risk
13524,355.0,1,2492,1,3,4,134,At Risk
13525,134.0,1,35,3,3,1,331,Loyal Customers
13526,323.0,1,7,1,3,1,131,At Risk
13527,337.0,1,2419,1,3,4,134,At Risk
13528,335.0,1,2419,1,3,4,134,At Risk
13529,358.0,1,2420,1,3,4,134,At Risk
13530,358.0,1,2398,1,3,4,134,At Risk
13531,272.0,1,37,2,3,1,231,At Risk
13532,193.0,1,68,3,3,2,332,Loyal Customers
13533,86.0,1,39,4,3,1,431,Loyal Customers
13534,29.0,1,32,5,3,1,531,Loyal Customers
13535,331.0,1,2534,1,3,4,134,At Risk
13536,198.0,1,4,3,3,1,331,Loyal Customers
13537,241.0,1,587,2,3,3,233,At Risk
13538,333.0,1,2511,1,3,4,134,At Risk
13539,63.0,1,4,5,3,1,531,Loyal Customers
13540,282.0,1,39,2,3,1,231,At Risk
13541,233.0,1,70,2,3,2,232,At Risk
13542,41.0,1,37,5,3,1,531,Loyal Customers
13543,56.0,1,124,5,3,3,533,Loyal Customers
13544,219.0,1,54,2,3,2,232,At Risk
13545,326.0,1,6,1,3,1,131,At Risk
13546,124.0,1,70,4,3,2,432,Loyal Customers
13547,288.0,1,37,1,3,1,131,At Risk
13548,218.0,1,39,2,3,1,231,At Risk
13549,254.0,1,39,2,3,1,231,At Risk
13550,278.0,1,2515,2,3,4,234,At Risk
13551,358.0,1,37,1,3,1,131,At Risk
13552,337.0,1,142,1,3,3,133,At Risk
13553,56.0,1,39,5,3,1,531,Loyal Customers
13554,36.0,1,4,5,3,1,531,Loyal Customers
13555,169.0,1,70,3,3,2,332,Loyal Customers
13556,170.0,1,59,3,3,2,332,Loyal Customers
13557,219.0,1,6,2,3,1,231,At Risk
13558,244.0,1,70,2,3,2,232,At Risk
13559,275.0,1,2487,2,3,4,234,At Risk
13560,120.0,1,6,4,3,1,431,Loyal Customers
13561,39.0,1,2405,5,3,4,534,Loyal Customers
13562,355.0,1,4,1,3,1,131,At Risk
13563,117.0,1,4,4,3,1,431,Loyal Customers
13564,186.0,1,6,3,3,1,331,Loyal Customers
13565,118.0,1,39,4,3,1,431,Loyal Customers
13566,196.0,1,575,3,3,3,333,Loyal Customers
13567,68.0,1,5,5,3,1,531,Loyal Customers
13568,314.0,1,6,1,3,1,131,At Risk
13569,202.0,1,14,3,3,1,331,Loyal Customers
13570,245.0,1,2480,2,3,4,234,At Risk
13571,65.0,1,59,5,3,2,532,Loyal Customers
13572,31.0,1,27,5,3,1,531,Loyal Customers
13573,287.0,1,4,1,3,1,131,At Risk
13574,253.0,1,2563,2,3,4,234,At Risk
13575,174.0,1,99,3,3,3,333,Loyal Customers
13576,50.0,1,5,5,3,1,531,Loyal Customers
13577,201.0,1,90,3,3,2,332,Loyal Customers
13578,252.0,1,2487,2,3,4,234,At Risk
13579,83.0,1,27,4,3,1,431,Loyal Customers
13580,43.0,1,39,5,3,1,531,Loyal Customers
13581,158.0,1,597,3,3,3,333,Loyal Customers
13582,92.0,1,40,4,3,2,432,Loyal Customers
13583,230.0,1,2466,2,3,4,234,At Risk
13584,226.0,1,2487,2,3,4,234,At Risk
13585,236.0,1,30,2,3,1,231,At Risk
13586,210.0,2,3366,2,5,5,255,At Risk
13587,32.0,2,4144,5,5,5,555,Champions
13588,45.0,2,3883,5,5,5,555,Champions
13589,192.0,1,14,3,3,1,331,Loyal Customers
13590,314.0,1,69,1,3,2,132,At Risk
13591,36.0,2,3912,5,5,5,555,Champions
13592,176.0,1,59,3,3,2,332,Loyal Customers
13593,52.0,2,3897,5,5,5,555,Champions
13594,9.0,1,5,5,3,1,531,Loyal Customers
13595,335.0,1,40,1,3,2,132,At Risk
13596,299.0,1,62,1,3,2,132,At Risk
13597,46.0,2,4168,5,5,5,555,Champions
13598,48.0,2,4010,5,5,5,555,Champions
13599,50.0,2,4228,5,5,5,555,Champions
13600,168.0,1,27,3,3,1,331,Loyal Customers
13601,120.0,1,5,4,3,1,431,Loyal Customers
13602,40.0,2,3883,5,5,5,555,Champions
13603,40.0,2,3883,5,5,5,555,Champions
13604,104.0,1,40,4,3,2,432,Loyal Customers
13605,394.0,2,3681,1,5,5,155,At Risk
13606,373.0,2,3627,1,5,5,155,At Risk
13607,380.0,2,2155,1,5,4,154,At Risk
13608,145.0,1,5,3,3,1,331,Loyal Customers
13609,344.0,2,2120,1,5,4,154,At Risk
13610,359.0,2,2120,1,5,4,154,At Risk
13611,140.0,1,40,3,3,2,332,Loyal Customers
13612,364.0,2,2219,1,5,4,154,At Risk
13613,346.0,2,2151,1,5,4,154,At Risk
13614,359.0,2,2147,1,5,4,154,At Risk
13615,346.0,2,2120,1,5,4,154,At Risk
13616,327.0,2,2155,1,5,4,154,At Risk
13617,173.0,1,72,3,3,2,332,Loyal Customers
13618,270.0,1,35,2,3,1,231,At Risk
13619,229.0,1,33,2,3,1,231,At Risk
13620,320.0,1,33,1,3,1,131,At Risk
13621,93.0,1,196,4,3,3,433,Loyal Customers
13622,251.0,1,13,2,3,1,231,At Risk
13623,250.0,1,96,2,3,3,233,At Risk
13624,15.0,1,33,5,3,1,531,Loyal Customers
13625,199.0,1,39,3,3,1,331,Loyal Customers
13626,116.0,1,14,4,3,1,431,Loyal Customers
13627,165.0,1,39,3,3,1,331,Loyal Customers
13628,198.0,1,69,3,3,2,332,Loyal Customers
13629,77.0,1,33,4,3,1,431,Loyal Customers
13630,271.0,1,101,2,3,3,233,At Risk
13631,244.0,1,5,2,3,1,231,At Risk
13632,70.0,1,146,5,3,3,533,Loyal Customers
13633,214.0,1,2483,2,3,4,234,At Risk
13634,238.0,1,2447,2,3,4,234,At Risk
13635,110.0,1,131,4,3,3,433,Loyal Customers
13636,3.0,1,72,5,3,2,532,Loyal Customers
13637,70.0,1,33,5,3,1,531,Loyal Customers
13638,80.0,1,14,4,3,1,431,Loyal Customers
13639,85.0,1,57,4,3,2,432,Loyal Customers
13640,58.0,1,40,5,3,2,532,Loyal Customers
13641,224.0,1,2419,2,3,4,234,At Risk
13642,238.0,1,2384,2,3,4,234,At Risk
13643,152.0,1,39,3,3,1,331,Loyal Customers
13644,205.0,1,35,3,3,1,331,Loyal Customers
13645,242.0,1,2393,2,3,4,234,At Risk
13646,216.0,1,2438,2,3,4,234,At Risk
13647,769.0,1,3578,1,3,5,135,At Risk
13648,88.0,1,40,4,3,2,432,Loyal Customers
13649,257.0,1,791,2,3,3,233,At Risk
13650,238.0,1,5,2,3,1,231,At Risk
13651,147.0,1,37,3,3,1,331,Loyal Customers
13652,236.0,1,72,2,3,2,232,At Risk
13653,361.0,1,92,1,3,3,133,At Risk
13654,183.0,1,2393,3,3,4,334,Loyal Customers
13655,202.0,1,2453,3,3,4,334,Loyal Customers
13656,130.0,1,33,4,3,1,431,Loyal Customers
13657,253.0,1,35,2,3,1,231,At Risk
13658,62.0,1,101,5,3,3,533,Loyal Customers
13659,251.0,1,39,2,3,1,231,At Risk
13660,123.0,1,15,4,3,1,431,Loyal Customers
13661,361.0,1,2419,1,3,4,134,At Risk
13662,368.0,2,4182,1,5,5,155,At Risk
13663,349.0,1,2493,1,3,4,134,At Risk
13664,23.0,1,59,5,3,2,532,Loyal Customers
13665,162.0,2,4368,3,5,5,355,Loyal Customers
13666,181.0,1,110,3,3,3,333,Loyal Customers
13667,72.0,2,4370,4,5,5,455,Champions
13668,20.0,1,37,5,3,1,531,Loyal Customers
13669,182.0,1,2473,3,3,4,334,Loyal Customers
13670,357.0,1,2419,1,3,4,134,At Risk
13671,308.0,1,2419,1,3,4,134,At Risk
13672,48.0,2,4354,5,5,5,555,Champions
13673,1.0,1,72,5,3,2,532,Loyal Customers
13674,307.0,1,2428,1,3,4,134,At Risk
13675,327.0,1,2384,1,3,4,134,At Risk
13676,330.0,1,2419,1,3,4,134,At Risk
13677,206.0,1,2462,2,3,4,234,At Risk
13678,259.0,1,33,2,3,1,231,At Risk
13679,169.0,1,101,3,3,3,333,Loyal Customers
13680,72.0,1,72,4,3,2,432,Loyal Customers
13681,313.0,1,2418,1,3,4,134,At Risk
13682,328.0,1,2453,1,3,4,134,At Risk
13683,96.0,1,60,4,3,2,432,Loyal Customers
13684,206.0,1,2393,2,3,4,234,At Risk
13685,211.0,1,2393,2,3,4,234,At Risk
13686,189.0,1,2393,3,3,4,334,Loyal Customers
13687,5.0,1,39,5,3,1,531,Loyal Customers
13688,233.0,1,92,2,3,3,233,At Risk
13689,154.0,1,2393,3,3,4,334,Loyal Customers
13690,98.0,1,1155,4,3,3,433,Loyal Customers
13691,97.0,1,609,4,3,3,433,Loyal Customers
13692,246.0,1,4,2,3,1,231,At Risk
13693,39.0,1,39,5,3,1,531,Loyal Customers
13694,291.0,1,7,1,3,1,131,At Risk
13695,265.0,1,58,2,3,2,232,At Risk
13696,324.0,1,166,1,3,3,133,At Risk
13697,149.0,1,23,3,3,1,331,Loyal Customers
13698,112.0,1,1170,4,3,4,434,Loyal Customers
13699,116.0,1,575,4,3,3,433,Loyal Customers
13700,49.0,1,29,5,3,1,531,Loyal Customers
13701,118.0,1,2452,4,3,4,434,Loyal Customers
13702,162.0,1,1745,3,3,4,334,Loyal Customers
13703,87.0,1,1174,4,3,4,434,Loyal Customers
13704,299.0,1,5,1,3,1,131,At Risk
13705,0.0,1,21,5,3,1,531,Loyal Customers
13706,102.0,1,1155,4,3,3,433,Loyal Customers
13707,95.0,1,578,4,3,3,433,Loyal Customers
13708,99.0,1,2393,4,3,4,434,Loyal Customers
13709,72.0,1,2419,4,3,4,434,Loyal Customers
13710,152.0,1,1736,3,3,4,334,Loyal Customers
13711,321.0,1,1732,1,3,4,134,At Risk
13712,321.0,1,1751,1,3,4,134,At Risk
13713,87.0,1,1120,4,3,3,433,Loyal Customers
13714,335.0,1,7,1,3,1,131,At Risk
13715,8.0,1,68,5,3,2,532,Loyal Customers
13716,115.0,1,29,4,3,1,431,Loyal Customers
13717,121.0,1,562,4,3,3,433,Loyal Customers
13718,94.0,1,540,4,3,3,433,Loyal Customers
13719,296.0,1,1751,1,3,4,134,At Risk
13720,100.0,1,69,4,3,2,432,Loyal Customers
13721,238.0,1,15,2,3,1,231,At Risk
13722,131.0,1,90,4,3,2,432,Loyal Customers
13723,133.0,1,34,3,3,1,331,Loyal Customers
13724,280.0,1,1794,2,3,4,234,At Risk
13725,121.0,1,29,4,3,1,431,Loyal Customers
13726,268.0,1,39,2,3,1,231,At Risk
13727,148.0,1,72,3,3,2,332,Loyal Customers
13728,31.0,1,72,5,3,2,532,Loyal Customers
13729,157.0,1,57,3,3,2,332,Loyal Customers
13730,254.0,1,59,2,3,2,232,At Risk
13731,256.0,1,40,2,3,2,232,At Risk
13732,55.0,1,5,5,3,1,531,Loyal Customers
13733,176.0,1,100,3,3,3,333,Loyal Customers
13734,55.0,1,7,5,3,1,531,Loyal Customers
13735,317.0,1,2492,1,3,4,134,At Risk
13736,320.0,1,2478,1,3,4,134,At Risk
13737,242.0,1,72,2,3,2,232,At Risk
13738,301.0,1,47,1,3,2,132,At Risk
13739,176.0,1,2433,3,3,4,334,Loyal Customers
13740,174.0,1,2453,3,3,4,334,Loyal Customers
13741,270.0,1,96,2,3,3,233,At Risk
13742,364.0,1,33,1,3,1,131,At Risk
13743,306.0,1,37,1,3,1,131,At Risk
13744,166.0,1,38,3,3,1,331,Loyal Customers
13745,111.0,1,5,4,3,1,431,Loyal Customers
13746,187.0,1,30,3,3,1,331,Loyal Customers
13747,359.0,1,14,1,3,1,131,At Risk
13748,15.0,1,65,5,3,2,532,Loyal Customers
13749,339.0,1,40,1,3,2,132,At Risk
13750,126.0,1,65,4,3,2,432,Loyal Customers
13751,112.0,1,30,4,3,1,431,Loyal Customers
13752,214.0,1,147,2,3,3,233,At Risk
13753,251.0,1,756,2,3,3,233,At Risk
13754,236.0,1,791,2,3,3,233,At Risk
13755,170.0,1,2440,3,3,4,334,Loyal Customers
13756,171.0,1,40,3,3,2,332,Loyal Customers
13757,162.0,1,2398,3,3,4,334,Loyal Customers
13758,31.0,2,4343,5,5,5,555,Champions
13759,114.0,1,35,4,3,1,431,Loyal Customers
13760,57.0,2,4369,5,5,5,555,Champions
13761,169.0,1,2419,3,3,4,334,Loyal Customers
13762,154.0,1,2419,3,3,4,334,Loyal Customers
13763,166.0,1,2393,3,3,4,334,Loyal Customers
13764,290.0,1,5,1,3,1,131,At Risk
13765,167.0,1,2398,3,3,4,334,Loyal Customers
13766,114.0,1,100,4,3,3,433,Loyal Customers
13767,187.0,1,72,3,3,2,332,Loyal Customers
13768,150.0,1,87,3,3,2,332,Loyal Customers
13769,280.0,1,33,2,3,1,231,At Risk
13770,97.0,1,35,4,3,1,431,Loyal Customers
13771,179.0,1,2398,3,3,4,334,Loyal Customers
13772,332.0,1,60,1,3,2,132,At Risk
13773,293.0,1,196,1,3,3,133,At Risk
13774,287.0,1,7,1,3,1,131,At Risk
13775,202.0,1,33,3,3,1,331,Loyal Customers
13776,1.0,1,37,5,3,1,531,Loyal Customers
13777,342.0,1,92,1,3,3,133,At Risk
13778,350.0,1,72,1,3,2,132,At Risk
13779,341.0,2,2859,1,5,4,154,At Risk
13780,310.0,1,2419,1,3,4,134,At Risk
13781,327.0,1,2384,1,3,4,134,At Risk
13782,755.0,1,2182,1,3,4,134,At Risk
13783,177.0,1,2420,3,3,4,334,Loyal Customers
13784,133.0,1,2420,3,3,4,334,Loyal Customers
13785,300.0,1,2393,1,3,4,134,At Risk
13786,132.0,1,2406,4,3,4,434,Loyal Customers
13787,743.0,1,2443,1,3,4,134,At Risk
13788,139.0,1,2393,3,3,4,334,Loyal Customers
13789,135.0,1,2418,3,3,4,334,Loyal Customers
13790,123.0,1,2419,4,3,4,434,Loyal Customers
13791,138.0,1,2433,3,3,4,334,Loyal Customers
13792,133.0,1,2419,3,3,4,334,Loyal Customers
13793,122.0,1,2419,4,3,4,434,Loyal Customers
13794,105.0,1,2419,4,3,4,434,Loyal Customers
13795,103.0,1,2448,4,3,4,434,Loyal Customers
13796,103.0,1,2507,4,3,4,434,Loyal Customers
13797,117.0,1,2398,4,3,4,434,Loyal Customers
13798,112.0,1,2393,4,3,4,434,Loyal Customers
13799,110.0,1,2407,4,3,4,434,Loyal Customers
13800,95.0,1,2452,4,3,4,434,Loyal Customers
13801,105.0,1,2419,4,3,4,434,Loyal Customers
13802,117.0,1,2419,4,3,4,434,Loyal Customers
13803,301.0,1,2407,1,3,4,134,At Risk
13804,248.0,1,33,2,3,1,231,At Risk
13805,298.0,1,2384,1,3,4,134,At Risk
13806,215.0,1,5,2,3,1,231,At Risk
13807,301.0,1,2413,1,3,4,134,At Risk
13808,291.0,1,2469,1,3,4,134,At Risk
13809,296.0,1,2407,1,3,4,134,At Risk
13810,294.0,1,2419,1,3,4,134,At Risk
13811,94.0,1,2419,4,3,4,434,Loyal Customers
13812,119.0,1,2438,4,3,4,434,Loyal Customers
13813,239.0,1,83,2,3,2,232,At Risk
13814,290.0,1,72,1,3,2,132,At Risk
13815,86.0,1,2419,4,3,4,434,Loyal Customers
13816,294.0,1,2438,1,3,4,134,At Risk
13817,214.0,1,5,2,3,1,231,At Risk
13818,742.0,1,2182,1,3,4,134,At Risk
13819,277.0,1,2438,2,3,4,234,At Risk
13820,289.0,1,2393,1,3,4,134,At Risk
13821,358.0,1,39,1,3,1,131,At Risk
13822,190.0,1,43,3,3,2,332,Loyal Customers
13823,174.0,1,196,3,3,3,333,Loyal Customers
13824,10.0,1,96,5,3,3,533,Loyal Customers
13825,744.0,1,2182,1,3,4,134,At Risk
13826,135.0,1,5,3,3,1,331,Loyal Customers
13827,202.0,1,96,3,3,3,333,Loyal Customers
13828,296.0,1,35,1,3,1,131,At Risk
13829,72.0,1,2419,4,3,4,434,Loyal Customers
13830,354.0,1,35,1,3,1,131,At Risk
13831,290.0,1,96,1,3,3,133,At Risk
13832,77.0,1,2398,4,3,4,434,Loyal Customers
13833,732.0,1,2182,1,3,4,134,At Risk
13834,133.0,1,1755,3,3,4,334,Loyal Customers
13835,276.0,1,1745,2,3,4,234,At Risk
13836,79.0,1,1170,4,3,4,434,Loyal Customers
13837,96.0,1,29,4,3,1,431,Loyal Customers
13838,164.0,1,588,3,3,3,333,Loyal Customers
13839,131.0,1,23,4,3,1,431,Loyal Customers
13840,364.0,1,33,1,3,1,131,At Risk
13841,48.0,1,29,5,3,1,531,Loyal Customers
13842,42.0,1,2319,5,3,4,534,Loyal Customers
13843,226.0,1,23,2,3,1,231,At Risk
13844,129.0,1,89,4,3,2,432,Loyal Customers
13845,48.0,1,25,5,3,1,531,Loyal Customers
13846,117.0,1,69,4,3,2,432,Loyal Customers
13847,235.0,1,23,2,3,1,231,At Risk
13848,225.0,1,2552,2,3,4,234,At Risk
13849,15.0,1,21,5,3,1,531,Loyal Customers
13850,85.0,1,27,4,3,1,431,Loyal Customers
13851,143.0,1,625,3,3,3,333,Loyal Customers
13852,202.0,1,29,3,3,1,331,Loyal Customers
13853,218.0,1,2457,2,3,4,234,At Risk
13854,164.0,1,40,3,3,2,332,Loyal Customers
13855,206.0,1,23,2,3,1,231,At Risk
13856,345.0,1,25,1,3,1,131,At Risk
13857,111.0,1,27,4,3,1,431,Loyal Customers
13858,213.0,1,5,2,3,1,231,At Risk
13859,291.0,1,40,1,3,2,132,At Risk
13860,3.0,1,40,5,3,2,532,Loyal Customers
13861,226.0,1,2520,2,3,4,234,At Risk
13862,92.0,1,75,4,3,2,432,Loyal Customers
13863,233.0,1,75,2,3,2,232,At Risk
13864,325.0,1,27,1,3,1,131,At Risk
13865,193.0,1,155,3,3,3,333,Loyal Customers
13866,187.0,1,2478,3,3,4,334,Loyal Customers
13867,325.0,1,27,1,3,1,131,At Risk
13868,176.0,1,21,3,3,1,331,Loyal Customers
13869,195.0,1,2501,3,3,4,334,Loyal Customers
13870,127.0,1,40,4,3,2,432,Loyal Customers
13871,200.0,1,2457,3,3,4,334,Loyal Customers
13872,198.0,1,35,3,3,1,331,Loyal Customers
13873,319.0,1,23,1,3,1,131,At Risk
13874,62.0,1,549,5,3,3,533,Loyal Customers
13875,104.0,1,21,4,3,1,431,Loyal Customers
13876,215.0,1,27,2,3,1,231,At Risk
13877,283.0,1,49,2,3,2,232,At Risk
13878,26.0,1,34,5,3,1,531,Loyal Customers
13879,254.0,1,23,2,3,1,231,At Risk
13880,113.0,1,21,4,3,1,431,Loyal Customers
13881,41.0,1,40,5,3,2,532,Loyal Customers
13882,230.0,1,5,2,3,1,231,At Risk
13883,323.0,1,23,1,3,1,131,At Risk
13884,389.0,1,2487,1,3,4,134,At Risk
13885,120.0,1,23,4,3,1,431,Loyal Customers
13886,17.0,1,31,5,3,1,531,Loyal Customers
13887,213.0,1,80,2,3,2,232,At Risk
13888,323.0,2,2218,1,5,4,154,At Risk
13889,309.0,2,2174,1,5,4,154,At Risk
13890,316.0,2,2269,1,5,4,154,At Risk
13891,355.0,1,40,1,3,2,132,At Risk
13892,51.0,1,5,5,3,1,531,Loyal Customers
13893,40.0,1,7,5,3,1,531,Loyal Customers
13894,253.0,1,23,2,3,1,231,At Risk
